party,week,total_tweets,positive_tweets,negative_tweets,positive_ratio,negative_ratio
democrat,2019-07-22,283,147,136,0.519434628975265,0.48056537102473496
democrat,2019-07-29,1376,739,637,0.5370639534883721,0.4629360465116279
democrat,2019-08-05,24,12,12,0.5,0.5
democrat,2019-08-12,98,63,35,0.6428571428571429,0.35714285714285715
democrat,2019-08-19,9,6,3,0.6666666666666666,0.3333333333333333
democrat,2019-08-26,137,81,56,0.5912408759124088,0.40875912408759124
democrat,2019-09-02,226,95,131,0.42035398230088494,0.5796460176991151
democrat,2019-09-09,13,9,4,0.6923076923076923,0.3076923076923077
democrat,2019-09-16,161,85,76,0.5279503105590062,0.4720496894409938
democrat,2019-09-23,115,80,35,0.6956521739130435,0.30434782608695654
democrat,2019-09-30,273,156,117,0.5714285714285714,0.42857142857142855
democrat,2019-10-07,592,297,295,0.5016891891891891,0.4983108108108108
democrat,2019-10-14,53,27,26,0.5094339622641509,0.49056603773584906
democrat,2019-10-21,87,63,24,0.7241379310344828,0.27586206896551724
democrat,2019-10-28,4,4,0,1.0,0.0
democrat,2019-11-04,188,114,74,0.6063829787234043,0.39361702127659576
democrat,2019-11-11,5,5,0,1.0,0.0
democrat,2019-11-18,2,1,1,0.5,0.5
democrat,2019-11-25,4,2,2,0.5,0.5
democrat,2019-12-02,3,0,3,0.0,1.0
democrat,2019-12-09,2,2,0,1.0,0.0
democrat,2019-12-16,96,47,49,0.4895833333333333,0.5104166666666666
democrat,2019-12-23,282,207,75,0.7340425531914894,0.26595744680851063
democrat,2019-12-30,158,50,108,0.31645569620253167,0.6835443037974683
democrat,2020-01-06,23,11,12,0.4782608695652174,0.5217391304347826
democrat,2020-01-13,131,38,93,0.2900763358778626,0.7099236641221374
democrat,2020-01-20,5,1,4,0.2,0.8
democrat,2020-01-27,167,76,91,0.4550898203592814,0.5449101796407185
democrat,2020-02-03,9,7,2,0.7777777777777778,0.2222222222222222
democrat,2020-02-10,66,38,28,0.5757575757575758,0.42424242424242425
democrat,2020-02-17,85,66,19,0.7764705882352941,0.2235294117647059
democrat,2020-02-24,4,4,0,1.0,0.0
democrat,2020-03-02,145,76,69,0.5241379310344828,0.47586206896551725
democrat,2020-03-09,17,9,8,0.5294117647058824,0.47058823529411764
democrat,2020-03-16,2,0,2,0.0,1.0
democrat,2020-03-23,13,5,8,0.38461538461538464,0.6153846153846154
democrat,2020-03-30,263,92,171,0.34980988593155893,0.6501901140684411
democrat,2020-04-06,1,0,1,0.0,1.0
democrat,2020-04-13,56,33,23,0.5892857142857143,0.4107142857142857
democrat,2020-04-20,27,21,6,0.7777777777777778,0.2222222222222222
democrat,2020-04-27,66,42,24,0.6363636363636364,0.36363636363636365
democrat,2020-05-04,96,54,42,0.5625,0.4375
democrat,2020-05-11,1,0,1,0.0,1.0
democrat,2020-05-18,3,2,1,0.6666666666666666,0.3333333333333333
democrat,2020-05-25,8,5,3,0.625,0.375
democrat,2020-06-01,6,4,2,0.6666666666666666,0.3333333333333333
democrat,2020-06-08,365,236,129,0.6465753424657534,0.35342465753424657
democrat,2020-06-15,109,53,56,0.48623853211009177,0.5137614678899083
democrat,2020-06-22,92,49,43,0.532608695652174,0.4673913043478261
democrat,2020-06-29,172,96,76,0.5581395348837209,0.4418604651162791
democrat,2020-07-06,8,5,3,0.625,0.375
democrat,2020-07-20,16,9,7,0.5625,0.4375
democrat,2020-07-27,85,57,28,0.6705882352941176,0.32941176470588235
democrat,2020-08-03,16,9,7,0.5625,0.4375
democrat,2020-08-10,101,55,46,0.5445544554455446,0.45544554455445546
democrat,2020-08-17,5,4,1,0.8,0.2
democrat,2020-08-24,7,5,2,0.7142857142857143,0.2857142857142857
democrat,2020-08-31,4,3,1,0.75,0.25
democrat,2020-09-07,4,2,2,0.5,0.5
democrat,2020-09-14,91,45,46,0.4945054945054945,0.5054945054945055
democrat,2020-09-21,2,2,0,1.0,0.0
democrat,2020-09-28,2,2,0,1.0,0.0
democrat,2020-10-05,152,116,36,0.7631578947368421,0.23684210526315788
democrat,2020-10-12,258,162,96,0.627906976744186,0.37209302325581395
democrat,2020-10-19,134,98,36,0.7313432835820896,0.26865671641791045
democrat,2020-10-26,4,2,2,0.5,0.5
democrat,2020-11-02,29,19,10,0.6551724137931034,0.3448275862068966
democrat,2020-11-09,8,6,2,0.75,0.25
democrat,2020-11-23,2,1,1,0.5,0.5
democrat,2020-11-30,1,1,0,1.0,0.0
democrat,2020-12-07,4,1,3,0.25,0.75
democrat,2020-12-14,7,6,1,0.8571428571428571,0.14285714285714285
democrat,2020-12-21,11,11,0,1.0,0.0
democrat,2020-12-28,140,103,37,0.7357142857142858,0.2642857142857143
democrat,2021-01-04,28,15,13,0.5357142857142857,0.4642857142857143
democrat,2021-01-11,7,4,3,0.5714285714285714,0.42857142857142855
democrat,2021-01-18,5,5,0,1.0,0.0
democrat,2021-01-25,8,5,3,0.625,0.375
democrat,2021-02-01,450,267,183,0.5933333333333334,0.4066666666666667
democrat,2021-02-08,8,3,5,0.375,0.625
democrat,2021-02-15,8,5,3,0.625,0.375
democrat,2021-02-22,5,0,5,0.0,1.0
democrat,2021-03-01,16,10,6,0.625,0.375
democrat,2021-03-08,10,7,3,0.7,0.3
democrat,2021-03-15,8,2,6,0.25,0.75
democrat,2021-03-22,8,5,3,0.625,0.375
democrat,2021-03-29,114,46,68,0.40350877192982454,0.5964912280701754
democrat,2021-04-05,1,0,1,0.0,1.0
democrat,2021-04-12,7,6,1,0.8571428571428571,0.14285714285714285
democrat,2021-04-19,8,6,2,0.75,0.25
democrat,2021-04-26,2,1,1,0.5,0.5
democrat,2021-05-03,126,80,46,0.6349206349206349,0.36507936507936506
democrat,2021-05-10,3,2,1,0.6666666666666666,0.3333333333333333
democrat,2021-05-17,7,4,3,0.5714285714285714,0.42857142857142855
democrat,2021-05-24,8,4,4,0.5,0.5
democrat,2021-05-31,25,15,10,0.6,0.4
democrat,2021-06-07,6,5,1,0.8333333333333334,0.16666666666666666
democrat,2021-06-14,14,5,9,0.35714285714285715,0.6428571428571429
democrat,2021-06-21,194,98,96,0.5051546391752577,0.4948453608247423
democrat,2021-06-28,8,5,3,0.625,0.375
democrat,2021-07-05,2,1,1,0.5,0.5
democrat,2021-07-12,5,4,1,0.8,0.2
democrat,2021-07-19,12,2,10,0.16666666666666666,0.8333333333333334
democrat,2021-07-26,26,10,16,0.38461538461538464,0.6153846153846154
democrat,2021-08-02,9,4,5,0.4444444444444444,0.5555555555555556
democrat,2021-08-09,8,5,3,0.625,0.375
democrat,2021-08-16,7,1,6,0.14285714285714285,0.8571428571428571
democrat,2021-08-23,2,0,2,0.0,1.0
democrat,2021-08-30,1,1,0,1.0,0.0
democrat,2021-09-06,7,1,6,0.14285714285714285,0.8571428571428571
democrat,2021-09-13,9,5,4,0.5555555555555556,0.4444444444444444
democrat,2021-09-20,9,5,4,0.5555555555555556,0.4444444444444444
democrat,2021-09-27,8,5,3,0.625,0.375
democrat,2021-10-04,317,168,149,0.5299684542586751,0.47003154574132494
democrat,2021-10-11,291,186,105,0.6391752577319587,0.36082474226804123
democrat,2021-10-18,241,133,108,0.5518672199170125,0.44813278008298757
democrat,2021-10-25,39,23,16,0.5897435897435898,0.41025641025641024
democrat,2021-11-01,221,154,67,0.6968325791855203,0.3031674208144796
democrat,2021-11-08,66,37,29,0.5606060606060606,0.4393939393939394
democrat,2021-11-15,176,120,56,0.6818181818181818,0.3181818181818182
democrat,2021-11-22,195,96,99,0.49230769230769234,0.5076923076923077
democrat,2021-11-29,20,15,5,0.75,0.25
democrat,2021-12-06,1,1,0,1.0,0.0
democrat,2021-12-13,11,9,2,0.8181818181818182,0.18181818181818182
democrat,2021-12-20,105,73,32,0.6952380952380952,0.3047619047619048
democrat,2021-12-27,38,28,10,0.7368421052631579,0.2631578947368421
democrat,2022-01-03,17,8,9,0.47058823529411764,0.5294117647058824
democrat,2022-01-10,36,13,23,0.3611111111111111,0.6388888888888888
democrat,2022-01-17,101,47,54,0.46534653465346537,0.5346534653465347
democrat,2022-01-24,8,3,5,0.375,0.625
democrat,2022-01-31,5,0,5,0.0,1.0
democrat,2022-02-07,7,2,5,0.2857142857142857,0.7142857142857143
democrat,2022-02-14,5,3,2,0.6,0.4
democrat,2022-02-21,1,0,1,0.0,1.0
democrat,2022-02-28,2,2,0,1.0,0.0
democrat,2022-03-07,2,2,0,1.0,0.0
democrat,2022-03-14,5,3,2,0.6,0.4
democrat,2022-03-21,5,5,0,1.0,0.0
democrat,2022-03-28,1,1,0,1.0,0.0
democrat,2022-04-04,1,1,0,1.0,0.0
democrat,2022-04-11,6,6,0,1.0,0.0
democrat,2022-04-25,6,4,2,0.6666666666666666,0.3333333333333333
democrat,2022-05-02,3,1,2,0.3333333333333333,0.6666666666666666
democrat,2022-05-09,5,3,2,0.6,0.4
democrat,2022-05-16,9,6,3,0.6666666666666666,0.3333333333333333
democrat,2022-05-23,2,1,1,0.5,0.5
democrat,2022-05-30,1,1,0,1.0,0.0
democrat,2022-06-06,166,71,95,0.42771084337349397,0.572289156626506
democrat,2022-06-13,5,2,3,0.4,0.6
democrat,2022-06-20,5,3,2,0.6,0.4
democrat,2022-06-27,2,2,0,1.0,0.0
democrat,2022-07-04,2,1,1,0.5,0.5
democrat,2022-07-11,11,6,5,0.5454545454545454,0.45454545454545453
democrat,2022-07-18,334,130,204,0.38922155688622756,0.6107784431137725
democrat,2022-07-25,7,4,3,0.5714285714285714,0.42857142857142855
democrat,2022-08-01,10,7,3,0.7,0.3
democrat,2022-08-08,8,7,1,0.875,0.125
democrat,2022-08-15,100,74,26,0.74,0.26
democrat,2022-08-22,67,44,23,0.6567164179104478,0.34328358208955223
